name,free_returns,items_sold,price,status,shipping
"King Size full skin WHITE  Fox FUR throw,18 Fox Skins,fox fur blanket,fur rug",False,,455000,Brand New,0
New Balance Womens W520rz3 Artic Fox/Black Running Shoes Size 7,False,,1199,Pre-Owned,1710
 West Elm Christmas Holiday Plate Rachel Kozlowski Dapper Animals artic fox ,False,,2959,Brand New,999
"New Balance ""520v3"" Artic Fox/Black Running Shoes. Women's 6 D (36.5 EUR)",False,0,4999,Brand New,0
*LIMITED TIME SALE ROBLOXBREAKING POINT CHEAP ✅DIVINE ARCTICS READ DESCRIPTION‼️,False,,295,Brand New,0
CHRISTMAS Santa Claus Owl Polar Bears Artic Fox Rabbit GLITTERED Greeting Card ,False,,459,Brand New,359
"Artic Fox Heaters Hat, Trucker Baseball Cap VTG Vintage",False,,695,Pre-Owned,398
New balance Artic Fox Women 8.5,False,,2500,Pre-Owned,0
CHRISTMAS TRADITION ELF ON THE SHELF PLUSHEE PALS BOY GIRL ARTIC FOX MINI KEY,False,,4200,Brand New,0
Pam Schifferl Winter's Eve Santa w/Artic Fox & Rabbit Christmas Figurine (RARE),False,,7499,Pre-Owned,495
2013 $20 PCGS PR70DCAM - Untamed Canada - Artic Fox,False,,13000,,560
2018 MCDONALDS RARE ARTIC FOX #3 National Geographic Happy Meal Toy ,False,,299,Pre-Owned,495
Artic Fox Gold Stamp,False,,1540,,0
2 Pack-Reversible Cloth Sanitary Face Mask by Artic Fox Reusable Washable Grey,False,,790,Brand New,0
Hallmark Ornament 2003 Cool Decade White Artic Fox with Redbird #4 REPAINT NEW,True,,1395,Brand New,427
NOS Vintage Rupp Bonanza Artic Cat Ruttman Fox Mini Bike Cherry 7/8 Brake Lever,False,0,1799,New (Other),0
Gymboree 6-12 mo Artic Fox Gray Romper Back Tail NWT2017,False,,2234,Brand New,590
2000 Alaska Mint The Seal of the State 1 oz .999 Fine Silver Round Artic Fox,False,,7995,,425
Animal~Alaskan Artic Fox on Snowbank~Midnight Sun Twilight~Continental Postcard,True,,175,Pre-Owned,150
Merrell Vibram Waterproof Zipper Boots Womens Size 7 Artic Fox Pull Black,False,,4499,Pre-Owned,2220
2 McDonalds 2018 Happy Meal Toy National Geographic Sloth Bear #9 & Artic Fox #3,False,,1099,Brand New,535
New Balance x Isaac Mizrahi Artic Fox Silver Mesh Lace-Up 499Q Sneakers New,False,0,3495,Brand New,695
BYX Co Artic Fox Dual Sportsmans Puck Gray/Blue Medium Grit Knife Sharpener,True,,2282,Brand New,0
2014 Canadian Artic Fox 9999- 1 1/2 Oz.silver coin,False,,7300,,490
"Columbus Zoo & Aquarium Elongated Pennies - Brown Bear, Artic Fox & Owl",False,,700,,0
"Artic Fox Hairapy Gummies Vitamins for healthier hair and nails,  NEW, ex. 8/23",False,,1500,Brand New,685
Merrell Artic Fox 6 Snow Hiking Boot Silver Birch Wms Sz 7.5 Waterproof Nubuck,False,,4599,Pre-Owned,1200
"Schleich Artic Animal figurines: Artic Fox and Kit, Polar Bear and Cub...",False,,3500,Pre-Owned,1190
Lot of 2 OPI Infinite Shine 2 Suzi & The Artic Fox 0.5oz,False,,1500,New without box,0
2 McDonalds 2018 Happy Meal National Geographic Kids Red Panda #5 & Artic Fox #3,False,,1099,Pre-Owned,535
Elf Pets Arctic Fox Tradition Plush & Storybook Elf On The Shelf & Fox Cub DVD!,True,,4999,New (Other),0
1990 Polar Expedition Maruri Arctic Fox Fine Porcelain P-9002 Figurine FREE SHIP,False,,2599,Pre-Owned,0
"The Artic Fox, Francis Leopold McClinton, David Murphy",False,,1128,Pre-Owned,2493
2013 Canada $20 Artic Fox Untamed Fine Silver Proof #18341,False,,5174,,1774
New York Lake Placid Artic Wolves Silver Fox Farms 1930s Postcard 22-3736,True,,914,Pre-Owned,0
"Ganz Webkinz Artic Fox White Plush 8"" No Code Stuffed Animal Toy",True,,4799,Pre-Owned,399
