name,free_returns,items_sold,price,status,shipping
US Tactical Heavy Duty Nylon Large Dog Collar K9 Military with Metal Buckle,False,,1195,Brand New,
Pet Hair Brush Dog Cat Comb GLOVE Grooming Remover Mitt Fur Massage DeShedding ,True,,549,Brand New,0
Pet Cat Dog Carrier Backpack Adjustable Pet Front Carrier Legs Out Travel Bag,True,,1230,Brand New,
Metal Steel Dog Pinch Prong Choke Chain Collar Training Guardian Gear Adjustable,False,,875,Brand New,
CUSTOM ENGRAVED PERSONALIZED PET TAG ID DOG CAT NAME TAGS DOUBLE SIDED,False,,365,Brand New,0
2 Hounds Design Freedom No Pull Dog Harness plus Leash- Medium- Read description,False,,2499,Brand New,
2 In 1 Pet Padded Warm Vest Dog Winter Jacket Coat Vest With Chest Strap Harness,False,0,1299,Brand New,
Tactical Military K9 Dog Training Collar With Metal Buckle For Heavy Duty Dog US,False,,1099,Brand New,0
"Dog Rope Toys, Puppy Pet Chew Toy for Aggressive Chewers Chew Teething 10 Pack",False,,1369,Brand New,
2 Pack Dog Toys for Aggressive Chewers Balls Plush Teeth Cleaning Squeaky Toy US,True,171,1398,Brand New,
650 YD Remote Dog Training Shock Collar Waterproof for Small Medium Large Dogs,False,,4995,Brand New,
Plush Dog Ornaments,False,,1495,Brand New,0
TWO Individual Paper Cocktail Decoupage Napkins Christmas Farm Truck Snow Dog,False,,195,Brand New,
902 PET DOG WASTE POOP BAGS / DISPENSER BLUE CORELESS,True,1582,1799,Brand New,
"Cesar Canine Cuisine Wet Dog Food, Variety Pack 8 Flavor Classic 3.5 oz., 40 ct.",False,21,3600,Brand New,0
Remote Control Rat Mouse Wireless Mice Toy For Cat Dog Pet Toy Novelty Gift,True,1698,745,Brand New,0
" Adult Dry Dog Food Grilled Steak & Vegetable Flavor Dog Kibble, 44 lb. Bag",False,10,2399,Brand New,0
(5110) TWO Individual Paper BEVERAGE / COCKTAIL Decoupage Napkins  CHRISTMAS DOG,False,,195,Brand New,
"Pedigree Complete Nutrition Adult Dry Dog Food - Chicken, Rice & Vegetables 44Lb",False,0,3999,Brand New,0
⚡️ Adopt Me Pets Mega MFR Neon NFR Fly Ride FR No Potion ⚡️ IMMEDIATE DELIVERY ⚡,False,,100,Brand New,
Breathable Small Dog Mesh harness Vest Collar soft chest strap XS-XL Leash set,False,,619,Brand New,0
"Earth Friendly Dog Pet Poop Bags 8 Rolls, Odor Blocker Dog Poop Waste Bag",True,898,799,Brand New,
Huge Crystal Dog | Pet Simulator X | 100% Not Duped | Cheap,False,,752,Brand New,0
Animated Plush Dog Toy Walks Talks Back Flips Battery Operated 2 AA Pet Puppy,False,327,1499,Brand New,
BIRDROCK HOME Mesh Dog Cot - 48 x 36 - Elevated Dog Bed - Cool Breathable Mesh -,True,415,2500,Brand New,
MEGA NEON PETS UNDER $10 - M ADOPT ROBLOX GAMES N ME CHEAP AFFORDABLE,False,,500,Brand New,
Half Chain Martingale Dog Choke Collar Pet Training Collars for Medium Large Dog,True,,854,Brand New,0
Red Dog Socket AS-SEEN-ON-TV W/ Bonus Drill Adapter Use with Most Socket,False,55,1988,Brand New,0
"Dog Poop Bags for Pet Waste, Clean Up Refills on a Roll (Variety Sizes & Colors)",False,448,799,Brand New,0
Dog Tag Custom Personalized Engraved Pet Name Stainless Steel Bone + Free Ring,False,,699,Brand New,0
 USB Rechargeable LED Dog  Light Up Safety Collar Night Glow Adjustable Bright,False,,769,Brand New,0
Dog or Goat Bells,False,34,350,Brand New,426
No Pull Dog Pet Harness Adjustable Control Vest Dogs Reflective XS S M Large XXL,False,,988,Brand New,
Cartoon Small Dog Clothes Pet Puppy Cute Vest Dog Cat Apparel 17 Color XXS-XXL,False,,819,New (Other),0
Pet Puppy Dog Mesh Sling Carry Pack Backpack Carrier Travel Tote Shoulder Bag,True,,799,Brand New,
Bluey Dog Action Figure 12 PCS Kids Toy Bingo Bluey & Friends Collection Model,False,,2358,Brand New,0
Airtag Dog Cat Collar Holder Case for Apple Air Tag - Protective Anti Lost Pets ,False,,590,Brand New,0
Professional Pet Dog Grooming Scissors Set Straight Curved Thinning Shears Kit,False,,1799,Brand New,0
16ft Automatic Retractable Dog Leash Pet Collar Automatic Walking Lead FreeLeash,False,892,759,Brand New,0
MALE DOG Belly Band WRAPS WASHABLE by PETTING IS CARING - Set Pack 3 of units ,False,755,1198,Brand New,0
BRASS DOG TAGS MILITARY PERSONALIZED CUSTOM PET NAME ID ENGRAVED FOR COLLAR,False,,699,Brand New,0
New Cat Dog Pajamas Soft Pet Clothes Apparel Puppy Jumpsuit Sleepwear XS to XXL,False,,174,Brand New,0
Slip Lead Dog Leash Heavy Duty Reflective 6 ft - PINK,False,34,600,Brand New,
Thundershirt Dog LARGE 41-64 lbs Gray Solution Anxiety Thunder Fireworks Travel,False,23,1300,New (Other),
Reflective Nylon Cat Collar With Bell For kitten Small Dog Puppy Pet Adjustable,True,,366,Brand New,
ALBCORP Tactical Dog Vest Harness – Military K9 Dog Training Vest – Working Dog,False,,2695,Brand New,1060
